node_id,lat,lon,category
node/7775670083,43.6907496,-79.3418609,park
node/8392213018,43.6671061,-79.3845427,park
node/8409384328,43.7817724,-79.3035752,park
node/8611260207,43.6343601,-79.5410646,park
node/8898757570,43.8780549,-79.3427809,park
node/8946508777,43.6378287,-79.5208279,park
node/8978506878,43.6586881,-79.5556009,park
node/9078062124,43.6608086,-79.5241248,park
node/9078102872,43.6602862,-79.5261959,park
node/9483927677,43.604935,-79.5565955,park
node/9596082843,43.6717357,-79.348701,park
node/9696330542,43.6473526,-79.515936,park
node/9759794001,43.5668364,-79.6806522,park
node/9918137343,43.5979618,-79.6342838,park
node/9998098421,43.7235479,-79.4287543,park
node/10608661979,43.8846067,-79.270577,park
node/10704953188,43.8466648,-79.4299688,park
node/10705559488,43.8469273,-79.4294876,park
node/10705568365,43.8467154,-79.4298073,park
node/10924881881,43.7309514,-79.3128495,park
node/11006264026,43.7796061,-79.3828318,park
node/11673378999,43.8214563,-79.3732867,park
node/11737541958,43.6784568,-79.4913938,park
node/11882563610,43.638242,-79.3899909,park
node/11971023544,43.7359633,-79.2462805,park
node/11987305484,43.7818191,-79.3866504,park
node/12063299514,43.7305812,-79.298884,park
node/12189223291,43.6740065,-79.4951044,park
node/12218989018,43.7051518,-79.3950499,park
node/12324652640,43.8322426,-79.4042774,park
node/144339301,43.6648653,-79.4009793,police
node/267315461,43.6379565,-79.3860574,police
node/392181126,43.5930215,-79.6450639,police
node/723327998,43.6377253,-79.4168994,police
node/1112337224,43.773075,-79.5072248,police
node/1651064303,43.6350192,-79.4176536,police
node/1651064376,43.7137633,-79.4582923,police
node/1651064396,43.7549589,-79.3479091,police
node/1651064404,43.6050863,-79.5034822,police
node/2337211981,43.749558,-79.2882378,police
node/2337214598,43.7564119,-79.551535,police
node/4490585731,43.6950152,-79.5886922,police
node/4597111990,43.5957484,-79.5155279,police
node/6548078845,43.7190647,-79.6370263,police
node/6589766059,43.7757661,-79.2591448,police
node/6597466072,43.8358618,-79.0868902,police
node/12072629314,43.6648109,-79.3045232,police
node/26001540,43.6626246,-79.4194233,school
node/42606916,43.6556033,-79.3942141,school
node/315662044,43.6715674,-79.2965258,school
node/560639597,43.6737954,-79.3884794,school
node/599896648,43.8422022,-79.6306615,school
node/712595018,43.7906646,-79.3028889,school
node/772339429,43.7008418,-79.3863784,school
node/1293985615,43.7078268,-79.387949,school
node/1328165706,43.5605927,-79.5813847,school
node/1815461163,43.779419,-79.37952,school
node/1946334555,43.7638818,-79.4016952,school
node/2329689688,43.6558169,-79.3957299,school
node/2332638609,43.8000753,-79.2780096,school
node/2332655258,43.6635102,-79.3795909,school
node/2332655757,43.6358793,-79.3971291,school
node/2333868792,43.6477437,-79.370378,school
node/2334639726,43.6620445,-79.3502603,school
node/2334698868,43.7823244,-79.3502529,school
node/2336591008,43.6457315,-79.3982244,school
node/2336690053,43.7276394,-79.2565016,school
node/2336695931,43.6791507,-79.3366385,school
node/2391853334,43.6705407,-79.3518463,school
node/2461723494,43.6682517,-79.3868159,school
node/2526930692,43.8178703,-79.4534713,school
node/2619196389,43.6721443,-79.3382977,school
node/3740785317,43.7319011,-79.3475732,school
node/3855202957,43.6372616,-79.6367974,school
node/4295671568,43.6478915,-79.3699556,school
node/4332034938,43.7514373,-79.3499602,school
node/4335948191,43.6571414,-79.5211954,school
node/4367917910,43.7218892,-79.6907575,school
node/4456479981,43.6692644,-79.3970427,school
node/4551131817,43.5199,-79.6501662,school
node/5413471606,43.7784321,-79.3926063,school
node/5413474408,43.7565483,-79.2898992,school
node/5444147981,43.8417568,-79.3759105,school
node/5702957701,43.7806718,-79.4154067,school
node/5813870310,43.7166984,-79.5697191,school
node/6399214527,43.6739208,-79.3231747,school
node/6416761331,43.656363,-79.4056356,school
node/6422118763,43.619025,-79.4997552,school
node/7098473320,43.542113,-79.6380794,school
node/7098518923,43.6316296,-79.6587552,school
node/7099001294,43.6630473,-79.4082858,school
node/7099007329,43.6583653,-79.4187656,school
node/7102270358,43.657459,-79.4218064,school
node/7102270359,43.6683878,-79.4217718,school
node/7102270360,43.6458928,-79.4287623,school
node/7102270361,43.6486675,-79.4362835,school
node/7102270362,43.6571352,-79.4617643,school
node/7102270363,43.7452763,-79.488305,school
node/7102270364,43.6566234,-79.4750852,school
node/7102270365,43.6575152,-79.4740877,school
node/7102270366,43.6614062,-79.4723851,school
node/7102314752,43.6590928,-79.4018052,school
node/7102314753,43.6512238,-79.4024087,school
node/7103319722,43.7844096,-79.441329,school
node/7103345347,43.6905038,-79.436366,school
node/7103345348,43.690826,-79.4370422,school
node/7103519097,43.7593039,-79.4007872,school
node/7103519112,43.7701021,-79.4169474,school
node/7103772320,43.683104,-79.3337238,school
node/7103772321,43.6790012,-79.3235151,school
node/7103787101,43.68261,-79.29912,school
node/7103798478,43.7054872,-79.3435246,school
node/7108062464,43.6527207,-79.441326,school
node/7108065615,43.7947497,-79.3001533,school
node/7108092021,43.7466768,-79.1973066,school
node/7108106148,43.7751281,-79.2151755,school
node/7113185108,43.8156657,-79.4756114,school
node/7113185109,43.8161541,-79.4756012,school
node/7431146528,43.8358474,-79.504955,school
node/7557124942,43.8211148,-79.6075473,school
node/7659648005,43.8107909,-79.339913,school
node/7725077139,43.6390684,-79.3945306,school
node/7725077140,43.6397121,-79.3948348,school
node/7725077141,43.8008577,-79.3013911,school
node/7857202612,43.7165912,-79.4288554,school
node/8042972669,43.8673348,-79.4572856,school
node/8043328772,43.7015673,-79.3960616,school
node/8082789926,43.7614686,-79.2964734,school
node/8372728608,43.8442549,-79.423064,school
node/8372728609,43.844723,-79.4227475,school
node/8590176815,43.7044156,-79.3672942,school
node/8822745454,43.7203145,-79.4311976,school
node/8892230449,43.6390566,-79.5489846,school
node/8961445021,43.6501143,-79.5446311,school
node/9215038517,43.7260881,-79.4173753,school
node/9289182102,43.6478643,-79.4862061,school
node/9657075420,43.6621528,-79.5313716,school
node/9900714432,43.6162384,-79.5077962,school
node/9918144373,43.6030725,-79.6275176,school
node/10056883684,43.6696341,-79.300547,school
node/10131020818,43.684151,-79.275483,school
node/10170308360,43.6494229,-79.5296017,school
node/10170308361,43.6651242,-79.5288135,school
node/10838386668,43.679173,-79.2974843,school
node/10873967822,43.5619876,-79.5679287,school
node/10873982754,43.5653348,-79.5714593,school
node/11093825947,43.6677739,-79.3095435,school
node/11163031924,43.6493113,-79.5615403,school
node/11170257637,43.8504749,-79.4856144,school
node/11177376727,43.6828268,-79.3340808,school
node/11264945447,43.5161925,-79.6363537,school
node/11265003415,43.5228378,-79.6333859,school
node/11284990955,43.6711091,-79.2943042,school
